continent,avg_TimesRepeated,avg_acousticness,avg_danceability,avg_energy,avg_instrumentalness,avg_key,avg_liveness,avg_loudness,avg_mode,avg_speechness,avg_tempo,avg_valence,avg_year
africa,168.025,0.449523000564659,0.6541749998927117,0.5724999979138374,0.009070781850397225,5.425000000000001,0.15158000076189637,-7.874624955654145,0.5249999999999999,0.1325925000011921,113.72854976654052,0.48402499817311767,2017.775
asia,212.55,0.38299974715628193,0.6007999993860722,0.6205249968916178,7.567274894881848E-5,5.075,0.1398049995303154,-5.597000017762184,0.675,0.06540250037796795,110.76124954223633,0.5402500024065375,2017.15
europe,191.92,0.29654299861984323,0.6489400017261506,0.667140001654625,0.005833041310211229,5.62,0.12842200040817262,-6.4124799871444695,0.54,0.09222999997437001,124.56294052124024,0.4617499996721744,2018.1799999999998
north_america,227.15,0.3052989986463217,0.6637250006198883,0.5900500040501355,0.0030250130084965576,4.825,0.16536249918863177,-6.671274977922439,0.675,0.1119250006042421,124.31862430572511,0.482249996624887,2013.075
ocenia,256.55,0.3148864980437793,0.5739000052213669,0.5746500074863434,5.371675002379562E-4,4.35,0.12261000052094459,-7.630499982833863,0.9,0.04062499990686774,115.94390068054199,0.5241999980062246,2001.5
south_america,205.275,0.2501490010152338,0.6825250022113324,0.6889250040054322,0.004431411263692553,5.075,0.16843750011175868,-6.047550016641617,0.7,0.0767275000922382,120.43822422027588,0.613324998319149,2011.1
